file_name,snr,pesq_score,ber,encode_time,decode_time,msg
Diff-clm_09697_00800499554-vef_05223_0065570861,25.89,4.06,0.00,0.45,0.01,[1 1 1 1 0 0 1 1 0 1 0 0 0 0 1 0]
Diff-clm_09697_00800499554-vef_08421_0076360020,29.44,3.91,0.00,0.46,0.01,[1 1 1 1 1 1 1 0 1 0 1 0 0 1 1 0]
Diff-clm_09697_00874599350-arm_03397_0109325852,27.13,4.10,0.00,0.51,0.01,[0 0 0 0 1 0 1 1 0 0 1 1 0 0 1 1]
Diff-clm_09697_00874599350-arm_08784_0144123415,27.52,4.47,0.00,0.50,0.01,[0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 0]
Diff-clm_09697_00874599350-clf_07049_0046644957,31.13,4.44,0.00,0.51,0.01,[0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1]
Diff-clm_09697_00874599350-cof_06136_0017722638,30.08,4.39,0.00,0.51,0.01,[1 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0]
Diff-clm_09697_00874599350-com_08784_0108584834,27.11,3.75,0.00,0.51,0.01,[0 1 1 0 0 0 1 0 0 0 1 0 1 0 0 1]
Diff-clm_09697_00874599350-com_09697_0210711367,27.14,4.37,0.00,0.51,0.01,[1 0 0 0 0 1 0 1 1 0 1 1 0 0 1 0]
Diff-clm_09697_00874599350-vem_03397_0005534807,27.62,4.37,0.00,0.51,0.01,[0 0 0 0 0 1 1 1 0 1 1 1 1 0 1 1]
Diff-clm_09697_01523278251-arm_02484_0155844050,29.49,4.27,0.00,0.46,0.01,[0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0]
Diff-clm_09697_01523278251-clm_01208_0063129160,32.44,4.56,0.00,0.47,0.01,[0 1 1 0 0 0 0 1 1 1 1 0 0 1 0 0]
Diff-clm_09697_01523278251-pem_02484_0206664727,30.61,4.40,0.00,0.47,0.01,[0 0 0 1 0 0 0 1 1 0 0 1 1 1 0 1]
Diff-clm_09697_01523278251-vem_08421_0123537367,31.26,4.57,0.00,0.47,0.01,[1 1 0 1 1 0 0 1 0 0 1 1 0 1 0 0]
Diff-clm_09697_01564407743-arm_08784_0170875067,25.59,4.52,0.00,0.71,0.02,[0 1 1 0 1 0 0 0 1 0 1 0 0 0 1 1]
Diff-clm_09697_01564407743-clf_01523_0073011642,29.26,4.50,0.00,0.71,0.02,[1 0 0 0 0 1 0 0 1 0 0 1 1 1 1 0]
Diff-clm_09697_01564407743-cof_09334_0140936720,29.23,4.26,0.00,0.71,0.02,[1 0 0 0 1 0 1 0 1 1 1 1 0 0 1 0]
Diff-clm_09697_01564407743-pem_01208_0025310833,30.66,4.50,0.00,0.71,0.02,[1 0 0 0 1 1 0 0 1 0 0 1 1 1 1 1]
Diff-clm_09697_01564407743-vef_05223_0208213175,28.33,4.43,0.00,0.71,0.02,[0 0 1 1 1 0 0 1 0 1 1 1 0 0 0 0]
Diff-clm_09697_01564407743-vef_09697_0160180877,28.34,4.41,0.00,0.71,0.02,[1 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0]
Diff-clm_09697_01766337431-arf_03034_0026846011,29.91,4.54,0.00,0.53,0.01,[1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 1]
Diff-clm_09697_01766337431-clf_01523_0193067931,31.20,4.47,0.00,0.53,0.01,[0 1 1 0 0 1 0 1 0 1 0 1 0 0 0 1]
Diff-clm_09697_01766337431-clm_05223_0084176040,29.17,4.49,0.00,0.53,0.01,[1 1 0 0 1 1 0 1 1 1 1 1 1 0 0 1]
Diff-clm_09697_01766337431-cof_08784_0152725245,29.82,4.46,0.00,0.53,0.01,[0 0 0 1 1 1 0 0 1 1 1 1 1 1 1 1]
Diff-clm_09697_01766337431-pem_01208_0060312247,29.03,4.55,0.00,0.53,0.01,[0 0 1 1 1 1 0 1 0 1 1 1 1 1 0 0]
Diff-clm_09697_01766337431-pem_03349_0035067564,28.98,4.49,0.00,0.53,0.01,[0 0 0 1 1 1 0 0 1 0 0 0 1 0 0 0]
Diff-clm_09697_01766337431-vef_08421_0101409263,31.66,4.17,0.00,0.53,0.01,[1 1 0 0 1 0 0 0 0 1 0 1 0 1 1 0]
Diff-clm_09697_01784951709-arf_03853_0103455611,27.77,4.40,0.00,0.68,0.02,[1 1 1 0 0 0 1 1 1 0 0 1 1 1 1 1]
Diff-clm_09697_01784951709-arm_01523_0045871624,28.39,3.94,0.00,0.68,0.02,[1 1 1 0 1 1 0 1 0 0 0 0 1 1 0 0]
Diff-clm_09697_01784951709-arm_02484_0213404769,28.85,4.51,0.00,0.68,0.01,[1 0 0 0 1 0 0 1 0 1 1 0 0 1 1 0]
Diff-clm_09697_01784951709-cof_06136_0039158988,28.42,4.31,0.00,0.68,0.01,[1 0 0 0 1 0 0 1 1 0 1 1 1 1 0 0]
Diff-clm_09697_01924755060-arf_03853_0114018488,28.69,3.70,0.00,0.52,0.03,[1 1 0 0 0 1 0 1 1 0 1 0 0 0 1 1]
Diff-clm_09697_01924755060-arm_01523_0130006215,29.11,4.31,0.00,0.51,0.01,[0 0 0 1 1 1 0 0 0 0 0 0 1 1 0 1]
Diff-clm_09697_01924755060-arm_08784_0212718520,27.77,4.44,0.00,0.51,0.01,[1 1 1 1 0 0 1 0 0 1 0 1 1 1 1 0]
Diff-clm_09697_01924755060-pem_03349_0034242481,31.31,4.48,0.00,0.51,0.02,[0 1 0 1 1 1 0 1 1 1 0 0 1 1 1 0]
Diff-clm_09697_02139490990-vef_05223_0019067508,26.09,4.05,0.00,0.46,0.01,[0 1 0 0 1 0 0 0 0 0 1 1 1 0 0 0]
Diff-clm_09697_02139490990-vef_08421_0120499001,31.39,4.53,0.00,0.47,0.01,[1 1 1 1 0 0 1 1 1 0 1 0 0 0 1 1]
Diff-clm_09697_02139490990-vef_09697_0034052098,27.38,4.53,0.00,0.47,0.01,[1 0 0 0 1 0 1 0 0 1 1 1 0 0 0 1]
Diff-cof_00610_00155617852-arm_01523_0214549053,26.93,4.48,0.00,1.29,0.02,[1 0 1 1 1 0 1 0 1 0 0 0 1 1 0 1]
Diff-cof_00610_00155617852-arm_03397_0188121895,25.51,4.32,0.00,1.29,0.02,[0 1 1 0 1 1 1 0 1 0 0 1 0 1 1 1]
Diff-cof_00610_00155617852-clm_01208_0109537342,26.24,4.16,0.00,1.28,0.02,[1 0 0 1 0 1 1 0 1 1 0 0 1 0 0 1]
Diff-cof_00610_00155617852-com_08784_0019125298,25.55,4.26,0.00,1.28,0.02,[0 1 0 1 0 1 1 0 1 0 1 1 1 1 1 1]
Diff-cof_00610_00155617852-com_09697_0078237552,26.34,4.45,0.00,1.29,0.02,[1 0 1 1 0 0 1 0 0 1 0 1 1 0 0 1]
Diff-cof_00610_00155617852-pef_05223_0204656953,29.62,4.46,0.00,1.28,0.02,[0 1 1 1 0 1 1 1 1 1 0 0 0 0 0 0]
Diff-cof_00610_00155617852-vef_09697_0185883298,26.61,4.30,0.00,1.28,0.02,[1 0 1 1 1 1 1 0 0 0 1 0 1 1 0 0]
Diff-cof_00610_00155617852-vem_08421_0019520342,27.97,4.50,0.00,1.29,0.02,[0 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1]
Diff-cof_00610_00158081190-clm_01208_0178667052,29.63,4.46,0.00,0.41,0.01,[1 0 1 0 1 0 0 1 1 1 1 0 1 1 1 0]
Diff-cof_00610_00158081190-clm_06136_0201662870,30.88,4.43,0.00,0.41,0.01,[1 1 0 1 0 0 1 1 1 1 1 0 0 0 1 0]
Diff-cof_00610_00158081190-com_03397_0204919214,27.58,4.41,0.00,0.42,0.01,[0 1 1 1 0 0 1 1 0 0 0 0 0 0 1 1]
Diff-cof_00610_00158081190-pem_02436_0082104056,31.15,4.56,0.00,0.42,0.01,[1 0 1 0 1 1 1 0 0 1 1 0 0 0 0 1]
Diff-cof_00610_00444664843-arm_01523_0214414280,26.66,4.01,0.00,0.61,0.02,[1 1 0 1 0 0 1 1 1 1 1 1 0 1 0 0]
Diff-cof_00610_00444664843-arm_03397_0116541537,23.63,4.37,0.00,0.61,0.02,[0 0 1 1 1 1 1 1 0 0 0 1 0 0 1 0]
Diff-cof_00610_00444664843-clf_07049_0160469839,29.91,4.44,0.00,0.61,0.02,[0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1]
Diff-cof_00610_00444664843-com_08784_0088896815,28.56,4.47,0.00,0.61,0.02,[1 0 1 0 0 1 0 1 0 1 1 0 0 0 1 0]
Diff-cof_00610_00444664843-pef_07049_0098418761,28.91,4.41,0.00,0.61,0.02,[0 0 1 1 0 1 0 1 0 0 0 1 1 0 1 0]
Diff-cof_00610_00444664843-vem_03397_0197067196,27.20,4.27,0.00,0.61,0.02,[1 0 1 0 1 1 1 0 0 1 1 1 1 0 1 1]
Diff-cof_00610_00561353575-arm_03397_0071370522,27.47,4.48,0.00,1.34,0.02,[1 0 0 0 1 1 0 0 1 1 0 1 1 1 0 1]
Diff-cof_00610_00561353575-pef_01523_0152977070,30.53,4.50,0.00,1.33,0.02,[0 1 1 0 0 1 1 0 0 0 0 0 1 0 0 1]
Diff-cof_00610_00561353575-vef_02484_0141469676,28.29,4.39,0.00,1.34,0.02,[1 1 1 1 1 0 1 1 1 0 0 0 1 1 0 1]
Diff-cof_00610_00561353575-vef_08421_0208491815,31.08,4.41,0.00,1.34,0.02,[1 0 1 0 1 0 0 1 1 1 1 1 1 1 0 0]
Diff-cof_00610_00749562938-clm_00610_0004023058,28.68,4.31,0.00,1.28,0.02,[1 0 1 0 1 1 1 0 0 1 1 1 1 1 1 1]
Diff-cof_00610_00749562938-pef_00610_0110479332,29.61,4.35,0.00,1.27,0.02,[1 1 1 0 1 0 1 1 0 0 1 0 0 0 1 1]
Diff-cof_00610_01034785289-arf_03034_0214501564,27.10,4.44,0.00,1.34,0.02,[0 0 1 1 1 0 0 1 1 0 1 1 1 0 1 1]
Diff-cof_00610_01034785289-arm_08784_0213854666,25.81,4.53,0.00,1.34,0.02,[0 1 0 1 1 1 0 1 1 0 1 0 1 0 1 0]
Diff-cof_00610_01034785289-cof_06136_0198387608,29.95,4.11,0.00,1.34,0.02,[1 0 1 1 1 0 1 0 1 0 0 0 0 1 1 1]
Diff-cof_00610_01034785289-cof_08784_0091433377,27.05,4.34,0.00,1.33,0.02,[1 0 1 1 0 0 0 1 0 0 1 0 1 0 1 0]
Diff-cof_00610_01034785289-com_03397_0163445479,28.25,4.37,0.00,1.34,0.02,[1 1 1 0 0 1 1 0 0 0 1 0 1 0 1 1]
Diff-cof_00610_01034785289-com_09697_0046180067,27.09,3.92,0.00,1.34,0.02,[1 1 1 0 0 0 0 0 1 0 1 0 0 0 0 1]
Diff-cof_00610_01034785289-pef_00610_0080657398,32.46,4.41,0.00,1.34,0.02,[1 1 0 1 1 1 0 0 1 0 0 1 1 1 1 0]
Diff-cof_00610_01034785289-pem_03349_0005536029,29.40,4.31,0.00,1.33,0.02,[1 1 0 0 0 0 0 1 1 1 0 1 1 1 0 1]
Diff-cof_00610_01307574255-arf_04310_0056655475,23.11,4.29,0.00,0.42,0.01,[0 1 1 1 0 0 1 1 1 1 0 0 0 0 0 0]
Diff-cof_00610_01307574255-arm_03397_0135560612,22.40,4.16,0.00,0.42,0.01,[1 1 0 0 1 0 0 1 0 1 1 0 1 1 0 0]
Diff-cof_00610_01307574255-clm_00610_0125852350,25.46,4.55,0.00,0.41,0.01,[1 1 1 0 1 1 0 0 0 0 1 0 0 0 1 1]
Diff-cof_00610_01307574255-pef_07049_0192278311,20.52,3.72,0.00,0.42,0.01,[0 0 0 1 0 1 0 0 0 0 0 1 1 1 1 1]
Diff-cof_00610_01307574255-vef_09697_0102480959,28.54,4.50,0.00,0.42,0.01,[0 0 1 0 0 1 0 0 1 0 0 1 1 1 0 0]
Diff-cof_00610_01307574255-vem_04310_0061623723,24.64,4.24,0.00,0.42,0.01,[1 0 0 1 1 1 0 1 1 1 0 1 1 0 0 1]
Diff-cof_00610_01307574255-vem_08421_0018316452,22.41,4.29,0.00,0.42,0.01,[0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 1]
Diff-cof_00610_01332160527-clm_00610_0034540814,29.36,4.46,0.00,0.55,0.01,[1 1 1 0 0 1 0 0 1 1 0 0 1 0 1 0]
Diff-cof_00610_01332160527-clm_06136_0199499142,30.64,4.51,0.00,0.55,0.01,[0 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0]
Diff-cof_00610_01332160527-cof_06136_0168939491,27.72,4.23,0.00,0.55,0.01,[1 0 0 0 0 1 1 0 1 0 1 1 1 0 1 1]
Diff-cof_00610_01332160527-cof_08784_0009124657,29.36,4.24,0.00,0.54,0.01,[0 0 1 1 0 0 1 1 0 1 1 0 0 1 0 0]
Diff-cof_00610_01332160527-com_02484_0077729275,25.70,4.26,0.00,0.55,0.01,[0 1 1 0 1 1 0 1 1 0 1 0 0 1 1 0]
Diff-cof_00610_01332160527-com_03397_0200839619,26.74,4.32,0.00,0.55,0.01,[0 1 1 1 1 0 0 1 1 0 1 0 1 0 0 1]
Diff-cof_00610_01332160527-pef_01523_0052278399,29.71,4.37,0.00,0.54,0.01,[0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0]
Diff-cof_00610_01398673747-clf_05223_0075134991,25.89,4.15,0.00,0.48,0.01,[1 0 0 1 1 0 0 1 0 0 0 1 1 0 0 1]
Diff-cof_00610_01398673747-cof_03397_0042088430,26.44,4.43,0.00,0.48,0.01,[1 0 0 1 1 1 1 0 0 1 0 1 1 1 0 1]
Diff-cof_00610_01398673747-cof_06136_0042673780,26.01,4.15,0.00,0.48,0.01,[1 0 1 0 1 0 0 1 0 1 1 1 0 1 0 0]
Diff-cof_00610_01398673747-cof_09334_0136423076,28.24,4.46,0.00,0.48,0.01,[0 1 1 0 1 0 0 1 0 1 0 0 0 1 0 1]
Diff-cof_00610_01398673747-com_03397_0113027428,25.79,4.33,0.00,0.48,0.01,[1 1 0 0 1 0 0 0 1 0 1 1 0 1 1 1]
Diff-cof_00610_01398673747-com_08784_0186285690,25.56,4.46,0.00,0.48,0.01,[0 1 1 1 1 1 1 0 0 0 0 0 0 0 1 0]
Diff-cof_00610_01398673747-vef_05223_0208262338,26.20,4.19,0.00,0.48,0.01,[0 1 1 0 1 1 1 0 0 1 1 0 0 1 0 0]
Diff-cof_00610_01398673747-vem_08421_0138952719,20.45,4.01,0.00,0.48,0.01,[1 0 1 1 0 0 1 1 1 1 1 1 1 0 1 1]
Diff-cof_00610_01623396263-arm_02484_0005736393,24.80,4.13,0.00,0.58,0.01,[0 0 1 0 1 1 0 0 0 1 0 1 1 0 1 1]
Diff-cof_00610_01623396263-arm_08784_0056572059,25.97,4.54,0.00,0.58,0.01,[0 0 1 0 0 1 0 1 0 0 1 1 0 0 1 1]
Diff-cof_00610_01623396263-clm_01208_0209652331,29.88,4.49,0.00,0.58,0.02,[0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0]
Diff-cof_00610_01623396263-cof_06136_0166762008,28.54,4.25,0.00,0.58,0.02,[0 1 1 0 0 1 0 1 1 0 0 0 0 1 0 1]
Diff-cof_00610_01623396263-pef_07049_0002146038,27.50,4.36,0.00,0.58,0.02,[0 0 0 0 0 1 0 1 1 0 0 0 1 1 1 0]
Diff-cof_00610_01623396263-pem_02484_0000167297,26.94,4.29,0.00,0.58,0.02,[0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0]
Diff-cof_00610_01623396263-vef_09697_0071727916,30.25,4.48,0.00,0.58,0.02,[0 0 0 1 1 1 1 0 1 1 0 0 0 1 1 1]
Diff-cof_01523_00017388571-arf_03034_0197954527,27.28,4.46,0.00,0.53,0.01,[0 1 0 0 1 0 0 0 1 1 0 0 1 0 1 0]
Diff-cof_01523_00017388571-arf_03853_0001933751,23.77,3.84,0.00,0.53,0.01,[0 1 0 1 0 1 1 0 1 0 1 0 1 1 0 1]
Diff-cof_01523_00017388571-clf_07049_0191009875,30.35,4.38,0.00,0.53,0.01,[1 0 1 0 0 0 1 1 1 0 1 0 0 0 1 1]
Diff-cof_01523_00017388571-pef_07049_0098115936,27.36,4.44,0.00,0.53,0.01,[0 0 1 1 0 1 0 1 0 0 1 0 0 1 0 1]
Diff-cof_01523_00017388571-vef_09697_0069938779,28.90,4.25,0.00,0.53,0.01,[0 1 1 0 1 0 0 1 1 0 1 0 1 1 1 1]
Diff-cof_01523_00162566952-arm_01523_0202975184,27.75,4.49,0.00,1.36,0.02,[0 1 0 1 1 1 0 0 1 0 1 0 0 1 0 1]
Diff-cof_01523_00162566952-arm_08784_0177051023,27.95,4.54,0.00,1.35,0.02,[1 1 0 0 0 1 1 1 1 1 0 1 0 1 1 1]
Diff-cof_01523_00162566952-clm_05223_0060960235,27.16,4.43,0.00,1.36,0.02,[1 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0]
Diff-cof_01523_00162566952-clm_06136_0154211635,28.63,4.30,0.00,1.35,0.02,[0 1 1 0 0 1 0 0 0 0 0 1 1 1 1 0]
Diff-cof_01523_00162566952-pef_05223_0085706659,29.18,4.51,0.00,1.35,0.02,[1 1 1 0 1 0 0 0 1 0 0 1 0 0 0 0]
Diff-cof_01523_00162566952-vem_07508_0175930628,27.25,4.39,0.00,1.35,0.02,[1 1 0 0 1 1 1 1 1 1 0 0 1 1 0 0]
Diff-cof_01523_00287301417-arm_08784_0097664947,23.07,4.38,0.00,0.54,0.01,[0 1 0 0 1 0 1 0 1 1 0 1 1 1 1 0]
Diff-cof_01523_00287301417-clf_09697_0151696749,27.65,4.18,0.00,0.54,0.01,[0 0 1 0 0 0 1 1 1 1 0 1 1 0 0 0]
Diff-cof_01523_00287301417-clm_06136_0065464916,30.60,4.53,0.00,0.54,0.01,[0 1 0 0 1 1 1 0 1 0 0 1 0 0 1 1]
Diff-cof_01523_00287301417-com_03397_0195587566,29.03,4.52,0.00,0.54,0.02,[0 1 1 1 1 0 0 1 0 1 1 0 0 0 1 1]
Diff-cof_01523_00287301417-com_09697_0189242095,28.18,4.49,0.00,0.54,0.01,[0 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1]
Diff-cof_01523_00287301417-pef_00610_0158631288,28.63,4.34,0.00,0.54,0.01,[0 0 0 1 1 0 1 0 0 1 1 1 1 0 0 1]
Diff-cof_01523_00287301417-vef_02484_0175193497,24.31,4.08,0.00,0.54,0.01,[1 0 1 0 0 1 1 0 1 0 1 0 0 0 1 1]
Diff-cof_01523_00491195227-clm_01208_0012736593,29.22,4.33,0.00,0.59,0.02,[0 1 0 0 1 0 1 1 0 1 1 1 1 1 1 0]
Diff-cof_01523_00491195227-clm_06136_0148544231,28.86,3.62,0.00,0.59,0.02,[1 1 1 0 0 0 1 0 1 1 0 0 0 1 1 0]
Diff-cof_01523_00491195227-pef_01523_0132062890,31.47,4.45,0.00,0.60,0.02,[1 1 0 1 1 0 0 0 1 1 0 0 0 0 1 1]
Diff-cof_01523_00491195227-pem_02484_0141950922,27.96,4.49,0.00,0.59,0.01,[1 0 0 1 1 0 1 1 0 0 1 1 1 0 0 0]
Diff-cof_01523_00803058134-arf_04310_0003024030,26.94,4.36,0.00,1.22,0.02,[0 0 0 1 1 1 1 0 1 0 1 1 0 0 0 1]
Diff-cof_01523_00803058134-arm_01523_0023349012,25.59,4.22,0.00,1.22,0.02,[0 1 1 0 0 1 0 0 0 0 1 1 1 0 1 0]
Diff-cof_01523_00803058134-vem_08421_0076476399,26.33,4.52,0.00,1.23,0.02,[1 0 1 1 1 0 0 0 0 1 0 0 0 1 1 1]
Diff-cof_01523_01199131701-clf_05223_0099820586,26.53,4.36,0.00,1.22,0.02,[0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1]
Diff-cof_01523_01199131701-clm_05223_0110472475,22.55,4.17,0.00,1.23,0.02,[1 0 0 1 1 1 1 0 0 0 0 0 1 0 1 0]
Diff-cof_01523_01199131701-clm_06136_0136189153,28.62,4.50,0.00,1.22,0.02,[0 0 1 0 1 1 1 1 0 1 1 0 0 1 0 0]
Diff-cof_01523_01297047509-arf_05679_0213649185,27.98,4.13,0.00,2.02,0.02,[0 0 1 1 0 1 1 1 1 0 0 1 1 0 0 0]
Diff-cof_01523_01297047509-arm_03397_0055802781,29.28,4.50,0.00,2.00,0.02,[0 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0]
Diff-cof_01523_01297047509-com_02484_0136469294,27.30,4.25,0.00,1.99,0.02,[0 0 0 0 1 1 1 1 1 1 0 0 1 0 0 1]
Diff-cof_01523_01297047509-pem_03349_0133014356,28.80,4.27,0.00,2.00,0.02,[1 0 0 1 1 0 0 1 1 0 1 0 0 0 0 0]
Diff-cof_01523_01318664847-clm_06136_0214334308,30.59,4.57,0.00,0.68,0.02,[0 0 1 1 0 1 1 1 0 1 0 0 1 0 1 0]
Diff-cof_01523_01318664847-cof_08784_0016935679,30.34,4.39,0.00,0.69,0.01,[1 0 0 1 1 0 1 0 1 0 0 1 1 1 0 1]
Diff-cof_01523_01318664847-pef_00610_0012128136,32.40,4.48,0.00,0.68,0.02,[1 0 1 1 0 1 0 0 1 0 1 0 0 1 1 1]
Diff-cof_01523_01318664847-pef_01523_0113348965,30.20,4.22,0.00,0.68,0.01,[1 1 0 1 0 1 0 1 1 1 0 1 0 0 0 0]
Diff-cof_01523_01911321218-clm_01208_0001207339,29.42,4.53,0.00,0.85,0.02,[1 0 1 0 1 0 1 0 1 1 1 1 0 0 1 1]
Diff-cof_01523_01911321218-clm_05223_0049049270,28.38,4.37,0.00,0.85,0.02,[1 1 0 1 1 0 1 1 1 0 1 1 1 0 0 1]
Diff-cof_01523_01911321218-cof_06136_0051048826,27.43,4.14,0.00,0.85,0.02,[0 1 1 0 0 0 0 0 1 0 1 1 0 1 1 1]
Diff-cof_01523_01911321218-pem_01208_0172631417,29.96,4.50,0.00,0.84,0.02,[0 1 0 1 0 1 1 1 1 1 0 1 0 1 1 0]
Diff-cof_01523_02014850499-arm_03397_0088100974,25.52,4.33,0.00,1.25,0.02,[1 1 1 1 1 1 1 0 0 0 0 1 0 1 1 1]
Diff-cof_01523_02014850499-com_02484_0094857348,27.59,4.46,0.00,1.24,0.02,[1 0 0 1 1 0 0 0 1 1 1 0 0 0 0 1]
Diff-cof_01523_02014850499-vem_04310_0206028124,28.75,3.96,0.00,1.24,0.02,[1 1 1 1 0 0 1 1 0 0 1 1 1 0 1 0]
Diff-cof_01523_02014850499-vem_07508_0088991569,27.49,4.32,0.00,1.24,0.02,[0 0 0 1 1 1 0 1 0 0 0 1 1 1 1 1]
Diff-cof_02484_00009264225-arf_03853_0008740674,28.47,4.26,0.00,0.80,0.02,[0 1 1 1 1 0 0 1 1 0 0 1 1 0 0 1]
Diff-cof_02484_00009264225-arm_08784_0191634838,23.87,4.01,0.00,0.80,0.02,[0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0]
Diff-cof_02484_00009264225-clf_05223_0059603640,29.18,4.37,0.00,0.80,0.02,[0 1 1 1 0 1 0 1 0 0 0 0 0 0 0 1]
Diff-cof_02484_00009264225-pef_00610_0177181866,32.60,4.37,0.00,0.80,0.02,[1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1]
Diff-cof_02484_00009264225-vef_02484_0156302160,26.41,4.13,0.00,0.79,0.02,[0 1 0 1 0 0 1 1 0 0 1 0 1 1 0 1]
Diff-cof_02484_00009264225-vef_05223_0019067508,27.47,4.38,0.00,0.79,0.02,[1 1 0 0 1 0 0 1 0 1 1 0 1 1 0 1]
Diff-cof_02484_00009264225-vem_03397_0064712713,29.11,4.39,0.00,0.79,0.02,[0 1 1 0 1 1 1 0 1 0 0 0 0 0 0 0]
Diff-cof_02484_00324055507-arm_01523_0003138457,25.43,4.00,0.00,3.96,0.03,[0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0]
Diff-cof_02484_00324055507-arm_02484_0192305895,26.42,4.51,0.00,3.96,0.03,[0 1 0 0 0 1 0 1 0 1 1 1 0 0 1 0]
Diff-cof_02484_00324055507-clf_05223_0006229285,26.65,4.41,0.00,3.96,0.03,[0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]
Diff-cof_02484_00324055507-clf_07049_0153896810,30.34,4.46,0.00,3.97,0.03,[1 0 1 1 0 1 0 1 0 0 1 0 1 1 0 1]
Diff-cof_02484_00324055507-cof_08784_0142094023,27.49,4.39,0.00,3.95,0.03,[0 0 0 1 0 0 1 1 0 1 1 1 0 0 0 0]
Diff-cof_02484_00324055507-pef_05223_0048499035,24.53,3.80,0.00,3.96,0.03,[1 0 0 0 0 0 0 1 0 1 1 0 1 0 0 1]
Diff-cof_02484_00324055507-pem_01208_0133345826,28.59,4.42,0.00,3.96,0.03,[0 0 0 1 1 1 0 0 1 0 1 0 0 0 1 1]
Diff-cof_02484_00324055507-pem_02484_0082516520,23.59,4.39,0.00,3.96,0.03,[1 0 1 0 1 0 0 1 1 1 0 0 0 1 0 0]
Diff-cof_02484_00324055507-vem_03397_0129414371,26.18,4.43,0.00,3.96,0.03,[1 1 0 1 1 1 1 1 0 1 0 1 0 1 1 1]
Diff-cof_02484_00448218009-arm_02484_0049075157,25.71,3.76,0.00,1.31,0.02,[1 0 1 1 1 0 1 0 1 1 1 0 0 0 1 1]
Diff-cof_02484_00448218009-clm_01208_0109460599,29.37,4.44,0.00,1.32,0.02,[1 1 1 0 0 0 1 0 1 1 1 1 1 0 0 1]
Diff-cof_02484_00448218009-com_02484_0080870802,25.30,4.26,0.00,1.32,0.02,[0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1]
Diff-cof_02484_00448218009-com_09697_0022145105,25.32,3.65,0.00,1.32,0.02,[1 0 1 1 1 1 0 0 1 0 1 0 1 1 0 1]
Diff-cof_02484_00448218009-pef_00610_0048717782,32.83,4.40,0.00,1.32,0.02,[0 1 0 1 1 0 1 1 0 0 1 1 0 1 1 1]
Diff-cof_02484_00448218009-vef_05223_0169717507,24.10,4.25,0.00,1.32,0.02,[1 0 0 0 1 0 0 1 1 1 1 1 1 1 0 1]
Diff-cof_02484_00919803432-arm_01523_0119643793,28.18,4.51,0.00,0.69,0.01,[1 1 1 1 1 1 1 0 1 0 1 0 1 1 0 1]
Diff-cof_02484_00919803432-arm_08784_0202447279,24.73,4.35,0.00,0.68,0.01,[1 0 0 1 1 0 0 0 1 0 0 1 1 0 0 1]
Diff-cof_02484_00919803432-clf_01523_0163379801,26.10,4.26,0.00,0.68,0.01,[0 0 1 0 0 1 0 0 1 1 1 1 0 1 0 1]
Diff-cof_02484_00919803432-clm_06136_0130196914,30.05,4.33,0.00,0.68,0.02,[0 0 0 0 0 1 0 1 1 0 1 1 1 1 0 0]
Diff-cof_02484_00919803432-pem_01208_0169389685,28.49,4.49,0.00,0.69,0.01,[0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0]
Diff-cof_02484_00919803432-vef_02484_0029732947,26.14,4.05,0.00,0.68,0.01,[1 1 1 1 0 1 1 1 1 0 0 1 0 1 1 0]
Diff-cof_02484_00919803432-vem_03397_0045126553,29.54,4.48,0.00,0.68,0.01,[1 1 1 0 1 1 0 1 0 1 0 0 1 1 0 0]
Diff-cof_02484_00990293688-arf_03853_0204089749,30.15,4.41,0.00,1.43,0.02,[1 1 0 0 0 1 1 1 0 0 1 1 1 0 1 1]
Diff-cof_02484_00990293688-arf_04310_0185330431,29.50,4.15,0.00,1.43,0.02,[1 0 1 1 0 1 1 0 1 1 1 1 0 0 1 0]
Diff-cof_02484_00990293688-arm_02484_0201711580,26.76,4.45,0.00,1.43,0.02,[1 1 1 1 0 1 1 0 1 0 1 0 1 1 0 1]
