file_name,snr,pesq_score,ber,encode_time,decode_time,msg
CycleGAN-arf_04766_01707850634-vef_02484_002238,22.42,3.52,0.00,0.11,0.02,[1 0 0 1 1 0 1 1 1 0 0 1 1 0 0 1]
CycleGAN-arf_04766_01707850634-vem_04310_004552,29.89,4.27,0.00,0.11,0.02,[0 0 0 0 1 0 0 1 0 0 1 0 1 1 1 0]
CycleGAN-arf_04766_01707850634-vem_06136_013549,28.17,4.51,0.00,0.11,0.02,[0 1 1 0 0 1 1 0 1 1 1 1 0 0 1 0]
CycleGAN-arf_04766_01739879973-arf_05679_015599,22.53,3.34,0.00,0.08,0.01,[0 0 1 1 0 0 1 0 0 1 1 1 1 1 1 1]
CycleGAN-arf_04766_01739879973-com_00610_017757,28.85,4.42,0.00,0.08,0.01,[1 1 1 0 1 1 1 1 0 0 1 0 1 0 1 0]
CycleGAN-arf_04766_01739879973-pef_03397_013993,33.79,4.38,0.00,0.08,0.01,[0 1 1 0 0 0 0 0 0 0 1 0 1 0 1 1]
CycleGAN-arf_04766_01739879973-vem_05223_007063,29.81,4.47,0.00,0.08,0.01,[0 0 1 0 0 0 1 0 1 1 0 0 0 1 1 0]
CycleGAN-arf_08421_00349485232-arf_03397_007259,23.74,4.01,0.00,0.08,0.01,[1 1 1 1 1 0 1 0 0 1 0 0 0 0 0 1]
CycleGAN-arf_08421_00349485232-pef_01208_006870,25.42,4.02,0.00,0.07,0.01,[1 1 1 1 0 1 0 0 0 1 0 0 0 0 0 1]
CycleGAN-arf_08421_00349485232-pem_01208_017639,24.35,4.15,0.00,0.07,0.01,[1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0]
CycleGAN-arf_08421_00349485232-vem_05223_000345,24.03,4.47,0.00,0.07,0.01,[1 1 0 1 1 0 1 0 0 0 1 1 0 1 0 1]
CycleGAN-arf_08421_00349485232-vem_09697_000958,22.93,4.15,0.00,0.07,0.01,[1 1 1 1 0 0 1 1 0 1 0 0 0 1 0 0]
CycleGAN-arf_08421_00548230635-arm_01523_015419,26.25,3.88,0.00,0.07,0.01,[0 0 1 1 1 1 1 1 1 0 1 1 1 0 0 0]
CycleGAN-arf_08421_00548230635-arm_06136_013785,28.11,4.24,0.00,0.07,0.02,[1 0 0 1 1 0 0 1 0 0 1 0 1 0 0 1]
CycleGAN-arf_08421_00548230635-clm_02121_018799,23.75,3.75,0.00,0.07,0.01,[1 1 0 1 0 0 1 0 0 0 0 1 0 0 1 1]
CycleGAN-arf_08421_00548230635-clm_07049_002641,23.21,3.39,0.00,0.07,0.01,[1 0 0 0 1 1 1 0 1 0 1 0 0 0 0 1]
CycleGAN-arf_08421_00548230635-cof_08784_008701,23.88,3.96,0.00,0.07,0.01,[0 1 0 0 0 0 1 0 0 0 1 1 1 0 1 1]
CycleGAN-arf_08421_00548230635-com_00610_004442,28.31,4.39,0.00,0.07,0.02,[0 1 0 1 0 1 0 1 1 0 0 1 1 1 1 0]
CycleGAN-arf_08421_00548230635-com_04310_018175,22.65,3.85,0.00,0.07,0.01,[0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0]
CycleGAN-arf_08421_00548230635-pef_03397_011661,28.44,4.25,0.00,0.07,0.01,[1 0 0 1 0 0 0 1 1 1 0 0 0 0 1 0]
CycleGAN-arf_08421_00548230635-vef_03397_002527,24.85,4.03,0.00,0.07,0.01,[1 0 1 0 1 0 0 1 0 1 1 1 1 0 1 0]
CycleGAN-arf_08421_00867116088-clf_09697_006410,26.36,3.96,0.00,0.07,0.01,[1 1 0 0 1 1 1 1 0 0 0 1 1 1 0 0]
CycleGAN-arf_08421_00867116088-cof_08784_016697,27.14,4.02,0.00,0.07,0.01,[0 1 1 0 0 0 1 0 1 1 0 0 1 0 1 1]
CycleGAN-arf_08421_00867116088-com_04310_013010,24.19,3.95,0.00,0.07,0.02,[1 1 0 1 1 0 1 1 1 0 0 0 1 0 0 1]
CycleGAN-arf_08421_00867116088-vem_06136_008626,27.37,4.47,0.00,0.07,0.02,[1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1]
CycleGAN-arf_08421_00886355781-vef_03397_005306,24.78,4.22,0.00,0.11,0.02,[0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0]
CycleGAN-arf_08421_00886355781-vef_05223_001360,27.16,4.24,0.00,0.10,0.02,[0 1 0 1 1 1 1 0 1 0 0 0 1 1 1 0]
CycleGAN-arf_08421_01567366016-clm_02121_018953,24.21,3.77,0.00,0.11,0.02,[0 0 1 0 1 1 1 0 1 0 1 1 1 1 1 1]
CycleGAN-arf_08421_01567366016-cof_08784_007790,24.03,4.13,0.00,0.10,0.02,[1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
CycleGAN-arf_08421_01724756941-arf_02436_006407,27.73,4.35,0.00,0.11,0.02,[0 0 1 0 0 1 1 0 0 1 1 1 0 1 0 0]
CycleGAN-arf_08421_01724756941-clf_03397_017055,27.12,4.28,0.00,0.10,0.02,[0 1 1 0 1 0 1 1 1 1 1 0 0 1 1 0]
CycleGAN-arf_08421_01724756941-clf_07049_017955,25.51,3.57,0.00,0.10,0.02,[1 0 0 0 0 1 0 1 0 1 1 1 0 0 0 1]
CycleGAN-arf_08421_01724756941-clm_08421_002145,24.41,3.58,0.00,0.10,0.02,[1 0 1 1 1 1 0 1 0 1 0 1 1 1 0 0]
CycleGAN-arf_08421_01724756941-pem_02436_000834,29.60,4.29,0.00,0.10,0.02,[1 0 1 0 1 1 1 1 0 1 0 0 0 0 1 1]
CycleGAN-arf_08421_01724756941-pem_04310_014157,25.79,3.91,0.00,0.10,0.02,[1 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0]
CycleGAN-arf_08421_01724756941-vef_03397_015725,26.09,4.05,0.00,0.10,0.02,[0 1 1 0 0 0 1 0 1 0 1 1 0 0 0 1]
CycleGAN-arf_08421_01926381979-arf_02121_017691,29.75,4.16,0.00,0.07,0.01,[0 1 0 0 0 1 1 1 1 1 0 1 1 1 0 1]
CycleGAN-arf_08421_01926381979-arm_07508_000053,28.13,3.57,0.00,0.07,0.01,[1 0 1 0 1 1 1 1 1 0 1 0 0 0 1 0]
CycleGAN-arf_08421_01926381979-cof_06136_006792,26.29,3.94,0.00,0.07,0.01,[1 0 0 0 1 1 0 0 0 0 0 0 1 1 1 0]
CycleGAN-arf_08421_01926381979-pem_04310_020429,28.59,3.96,0.00,0.07,0.02,[1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0]
CycleGAN-arf_08421_01926381979-vem_06136_002418,27.94,4.48,0.00,0.07,0.01,[1 1 0 0 1 0 1 0 1 0 1 1 1 0 1 1]
CycleGAN-arf_08421_01946779000-arf_02121_008097,30.22,4.15,0.00,0.09,0.02,[1 1 1 1 0 1 0 1 0 0 0 1 1 1 1 1]
CycleGAN-arf_08421_01946779000-arm_00610_009622,29.67,4.04,0.00,0.08,0.01,[0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 0]
CycleGAN-arf_08421_01946779000-arm_06136_013613,31.26,4.19,0.00,0.08,0.02,[1 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1]
CycleGAN-arf_08421_01946779000-clf_03397_014270,31.77,4.34,0.00,0.08,0.01,[0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1]
CycleGAN-arf_08421_01946779000-clf_07049_016854,28.25,3.63,0.00,0.08,0.01,[1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 1]
CycleGAN-arf_08421_01946779000-clf_09697_016769,27.55,4.00,0.00,0.08,0.02,[0 1 0 1 0 0 1 1 1 1 1 0 1 0 0 1]
CycleGAN-arf_08421_01946779000-clm_04310_020450,31.13,4.35,0.00,0.08,0.01,[0 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1]
CycleGAN-arf_08421_02026304053-arm_00610_011712,26.31,4.12,0.00,0.10,0.02,[1 1 1 0 0 1 1 0 0 1 1 1 0 0 1 1]
CycleGAN-arf_08421_02026304053-arm_07508_015087,26.41,3.68,0.00,0.09,0.02,[0 1 0 1 1 1 0 0 0 1 0 0 0 1 1 1]
CycleGAN-arf_08421_02026304053-cof_06136_011207,25.80,4.07,0.00,0.09,0.01,[1 1 0 0 1 1 0 0 1 1 0 0 0 1 1 1]
CycleGAN-arf_08421_02026304053-pef_03397_001117,29.68,4.30,0.00,0.09,0.01,[1 0 1 0 0 1 0 0 1 1 0 1 1 0 0 1]
CycleGAN-arf_08421_02026304053-pem_02436_011543,29.81,4.26,0.00,0.09,0.02,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 1 0]
CycleGAN-arf_08421_02026304053-vef_02484_011923,20.76,3.48,0.00,0.09,0.01,[0 0 1 0 1 0 0 1 1 0 1 1 1 1 0 1]
CycleGAN-arf_08421_02026304053-vef_09697_004231,27.04,4.38,0.00,0.09,0.02,[0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0]
CycleGAN-arf_08421_02040752792-arm_01523_002656,28.53,4.04,0.00,0.11,0.02,[0 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1]
CycleGAN-arf_08421_02040752792-clm_07049_011960,25.72,3.55,0.00,0.10,0.02,[1 1 0 1 0 1 0 1 0 1 1 1 0 1 1 0]
CycleGAN-arf_08421_02040752792-cof_08784_011237,25.88,4.14,0.00,0.10,0.02,[1 1 0 1 0 0 1 0 1 1 0 1 0 0 0 0]
CycleGAN-arf_08421_02040752792-com_00610_017523,30.83,4.41,0.00,0.10,0.02,[1 1 0 1 1 0 0 0 1 0 1 0 1 1 1 1]
CycleGAN-arm_04310_00143903394-arf_03397_018620,26.86,4.06,0.00,0.10,0.01,[0 1 1 0 1 0 1 0 1 0 1 0 1 0 0 1]
CycleGAN-arm_04310_00143903394-arm_00610_013752,27.56,4.17,0.00,0.09,0.02,[0 1 1 0 1 1 0 0 1 1 0 0 1 0 0 0]
CycleGAN-arm_04310_00143903394-clf_03397_013360,28.76,4.37,0.00,0.09,0.02,[0 1 0 1 0 0 1 1 1 0 1 0 0 0 0 1]
CycleGAN-arm_04310_00143903394-clf_04310_021168,27.08,4.15,0.00,0.09,0.02,[1 1 1 0 0 1 0 0 1 0 0 1 1 0 1 0]
CycleGAN-arm_04310_00143903394-clm_07049_011856,24.78,3.66,0.00,0.09,0.01,[0 0 1 1 1 1 0 0 0 0 1 1 1 0 0 1]
CycleGAN-arm_04310_00143903394-pef_03397_017941,30.31,4.33,0.00,0.09,0.01,[1 0 0 0 0 0 1 1 0 0 0 1 0 0 1 1]
CycleGAN-arm_04310_00143903394-vef_09697_009706,28.61,4.38,0.00,0.09,0.02,[1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0]
CycleGAN-arm_04310_00143903394-vem_05223_017959,27.75,4.41,0.00,0.09,0.01,[0 0 1 0 1 0 1 0 0 1 1 0 1 1 0 0]
CycleGAN-arm_04310_00143903394-vem_06136_012308,27.03,4.49,0.00,0.09,0.01,[0 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1]
CycleGAN-arm_04310_00330879471-arf_02121_015594,25.99,4.26,0.00,0.09,0.01,[1 0 1 1 1 1 1 1 0 0 0 0 0 1 0 1]
CycleGAN-arm_04310_00330879471-clm_07049_015970,23.73,3.67,0.00,0.09,0.01,[0 0 0 1 0 1 0 1 1 0 0 1 0 1 1 1]
CycleGAN-arm_04310_00330879471-pef_07049_012028,29.66,4.33,0.00,0.09,0.02,[0 1 0 1 0 0 0 0 1 0 1 0 0 1 1 0]
CycleGAN-arm_04310_00330879471-vem_04310_013951,27.75,4.26,0.00,0.09,0.01,[1 0 1 0 0 1 0 0 0 1 1 0 0 1 1 1]
CycleGAN-arm_04310_00330879471-vem_06136_006568,27.63,4.50,0.00,0.09,0.02,[0 0 0 0 1 0 1 1 1 0 1 1 0 1 0 0]
CycleGAN-arm_04310_00403055305-arm_01523_015712,29.24,4.12,0.00,0.09,0.01,[0 0 1 1 0 1 1 1 0 0 1 1 1 1 0 1]
CycleGAN-arm_04310_00403055305-arm_06136_006037,31.61,4.29,0.00,0.09,0.01,[1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 1]
CycleGAN-arm_04310_00403055305-clf_09697_001182,25.62,4.03,0.00,0.09,0.01,[1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0]
CycleGAN-arm_04310_00403055305-cof_02484_016183,24.95,3.73,0.00,0.09,0.02,[0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0]
CycleGAN-arm_04310_00403055305-com_00610_014724,31.84,4.39,0.00,0.09,0.01,[1 0 1 0 1 1 0 0 1 0 0 1 0 1 1 1]
CycleGAN-arm_04310_00403055305-vef_02484_021123,23.24,3.93,0.00,0.09,0.01,[1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1]
CycleGAN-arm_04310_00403055305-vef_09697_006757,29.72,4.40,0.00,0.09,0.01,[0 1 0 0 1 0 0 1 1 0 0 0 1 1 1 0]
CycleGAN-arm_04310_00403055305-vem_04310_003469,32.33,4.33,0.00,0.09,0.02,[1 1 0 0 0 1 1 1 0 0 0 1 0 0 1 1]
CycleGAN-arm_04310_00806938807-arf_05679_010182,25.95,3.48,0.00,0.09,0.02,[1 0 1 1 0 0 1 0 1 1 1 0 1 1 1 0]
CycleGAN-arm_04310_00806938807-cof_06136_007761,27.30,4.20,0.00,0.09,0.01,[0 0 0 0 1 0 1 0 0 1 0 1 1 0 1 1]
CycleGAN-arm_04310_00806938807-cof_08784_017104,27.95,4.20,0.00,0.09,0.01,[1 0 0 1 0 1 1 1 0 1 0 1 0 0 1 1]
CycleGAN-arm_04310_00806938807-com_04310_008578,26.34,4.02,0.00,0.09,0.02,[1 1 0 0 1 1 0 0 0 1 1 1 0 0 0 1]
CycleGAN-arm_04310_01373377983-arm_00610_000727,34.53,4.34,0.00,0.09,0.02,[1 0 1 0 1 0 1 0 0 0 0 0 1 1 1 0]
CycleGAN-arm_04310_01373377983-arm_07508_020120,33.78,4.09,0.00,0.09,0.02,[0 1 1 0 0 1 0 0 0 1 1 1 0 0 1 0]
CycleGAN-arm_04310_01373377983-clf_03397_014539,34.26,4.41,0.00,0.09,0.02,[1 1 1 0 0 1 1 0 0 1 1 1 1 0 0 0]
CycleGAN-arm_04310_01373377983-pef_07508_020580,31.04,4.14,0.00,0.09,0.01,[1 1 0 0 1 1 0 1 1 0 1 0 1 0 0 1]
CycleGAN-arm_04310_01373377983-vem_05223_018916,33.18,4.50,0.00,0.09,0.01,[0 1 1 0 1 0 1 0 1 1 0 1 1 0 1 1]
CycleGAN-arm_04310_01377028380-arm_06136_012542,29.88,4.24,0.00,0.09,0.02,[1 0 1 0 0 1 1 0 0 0 1 1 1 1 0 1]
CycleGAN-arm_04310_01377028380-clm_02121_021402,27.47,3.93,0.00,0.09,0.02,[0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0]
CycleGAN-arm_04310_01377028380-com_09334_005292,23.51,3.77,0.00,0.09,0.02,[0 1 1 0 1 0 1 0 0 1 0 0 1 0 1 0]
CycleGAN-arm_04310_01377028380-vef_03397_016541,25.91,4.14,0.00,0.10,0.02,[0 1 0 1 0 1 0 0 1 1 1 0 1 0 0 1]
CycleGAN-arm_04310_01377028380-vef_05223_002821,25.59,4.26,0.00,0.10,0.02,[0 0 1 0 0 1 1 1 0 0 1 1 0 0 0 1]
CycleGAN-arm_04310_01377028380-vem_06136_008626,25.56,3.49,0.00,0.09,0.02,[1 0 0 1 0 0 0 0 1 0 1 1 0 1 0 1]
CycleGAN-arm_04310_01517295972-clm_07049_006280,28.41,3.24,0.00,0.07,0.01,[0 0 0 1 1 1 1 1 1 1 0 0 1 0 0 0]
CycleGAN-arm_04310_01517295972-clm_08421_012372,29.19,3.48,0.00,0.07,0.01,[0 1 0 1 0 1 1 0 1 0 0 1 0 0 0 0]
CycleGAN-arm_04310_01517295972-pem_08784_017655,31.39,3.88,0.00,0.07,0.01,[1 0 1 0 1 0 0 1 0 0 1 1 0 0 1 1]
CycleGAN-arm_04310_01517295972-vef_02484_016682,22.61,3.60,0.00,0.07,0.02,[0 0 0 0 1 1 0 1 1 0 1 0 0 0 1 0]
CycleGAN-arm_04310_01517295972-vef_05223_004857,29.61,4.24,0.00,0.08,0.01,[1 0 0 0 1 1 0 0 0 1 0 1 0 1 0 0]
CycleGAN-arm_04310_01517295972-vem_05223_017581,31.33,4.44,0.00,0.07,0.02,[1 0 0 0 0 1 1 1 0 1 0 1 0 0 1 1]
CycleGAN-arm_04310_01837240332-clm_04310_014761,31.05,4.42,0.00,0.09,0.02,[0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 1]
CycleGAN-arm_04310_01837240332-clm_08421_013596,26.43,3.82,0.00,0.08,0.01,[0 1 0 0 1 0 1 1 0 0 1 0 1 1 1 0]
CycleGAN-arm_04310_01837240332-cof_02484_013484,24.98,3.82,0.00,0.09,0.01,[1 1 0 1 1 1 1 1 1 1 0 0 0 0 1 0]
CycleGAN-arm_04310_01837240332-com_02436_012156,30.40,4.27,0.00,0.09,0.01,[0 1 0 1 0 0 1 0 1 0 1 1 1 0 1 0]
CycleGAN-arm_04310_01845264076-arf_02436_006992,29.27,4.32,0.00,2.42,0.03,[1 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0]
CycleGAN-arm_04310_01845264076-clf_03397_014366,29.38,4.37,0.00,2.27,0.02,[0 1 1 1 1 1 1 0 1 0 0 0 0 0 0 1]
CycleGAN-arm_04310_01845264076-clf_07049_015389,27.18,3.84,0.00,2.33,0.02,[1 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0]
CycleGAN-arm_04310_01845264076-clm_04310_021129,30.09,4.39,0.00,2.28,0.02,[1 0 1 0 1 1 0 1 0 0 0 0 1 0 0 0]
CycleGAN-arm_04310_01845264076-clm_07049_003825,25.90,3.84,0.00,2.31,0.02,[0 1 1 0 0 1 0 0 1 1 0 1 0 0 0 1]
CycleGAN-arm_04310_01845264076-pef_03397_001643,27.59,4.34,0.00,2.31,0.02,[0 0 1 0 1 0 0 0 0 1 1 0 1 0 1 0]
CycleGAN-arm_04310_01845264076-pem_01208_015392,30.89,4.34,0.00,2.28,0.02,[0 1 0 1 1 1 0 1 0 0 1 0 1 0 0 1]
CycleGAN-arm_04310_02061944894-clf_09697_006719,26.62,4.26,0.00,0.10,0.01,[1 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1]
CycleGAN-arm_04310_02061944894-com_00610_004479,28.88,4.46,0.00,0.10,0.02,[0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0]
CycleGAN-arm_04310_02061944894-pef_03397_005823,30.78,4.45,0.00,0.10,0.02,[1 0 0 1 1 0 1 1 1 1 1 0 0 1 1 1]
CycleGAN-arm_04310_02061944894-pem_04310_018183,28.55,4.27,0.00,0.10,0.02,[1 1 1 1 1 1 1 1 1 0 1 0 0 1 0 1]
CycleGAN-arm_04310_02061944894-vef_05223_015811,26.65,4.40,0.00,0.10,0.02,[1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 1]
CycleGAN-arm_04310_02061944894-vef_09697_003406,28.31,4.50,0.00,0.10,0.02,[1 1 0 0 0 0 1 0 1 1 1 0 0 1 1 0]
CycleGAN-arm_04310_02061944894-vem_05223_001996,28.74,4.53,0.00,0.10,0.02,[0 0 1 0 1 0 0 0 1 0 0 1 0 1 1 1]
CycleGAN-arm_05223_00121338561-arm_00610_003911,26.23,4.30,0.00,3.81,0.02,[1 1 0 1 1 0 0 1 0 0 1 0 0 1 0 0]
CycleGAN-arm_05223_00121338561-clf_04310_011129,25.70,4.25,0.00,3.80,0.02,[0 1 0 1 1 0 1 1 1 1 1 0 0 0 0 1]
CycleGAN-arm_05223_00121338561-cof_00610_004446,23.43,4.18,0.00,3.82,0.02,[1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 0]
CycleGAN-arm_05223_00121338561-cof_02484_013823,23.17,3.90,0.00,3.83,0.02,[1 0 1 1 0 1 1 0 1 0 1 0 0 0 0 1]
CycleGAN-arm_05223_00121338561-pem_04310_012107,26.23,4.15,0.00,3.81,0.02,[1 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0]
CycleGAN-arm_05223_00121338561-vef_09697_003399,27.16,4.40,0.00,3.79,0.02,[0 1 0 0 0 1 1 1 0 0 1 1 1 1 0 1]
CycleGAN-arm_05223_00298887499-arf_02436_013920,28.08,4.47,0.00,0.09,0.01,[0 0 1 0 1 1 0 1 0 1 0 1 0 1 1 0]
CycleGAN-arm_05223_00298887499-arm_06136_018267,26.00,4.32,0.00,0.08,0.01,[0 1 1 0 0 0 1 1 1 0 1 1 1 0 0 1]
CycleGAN-arm_05223_00298887499-clm_04310_000265,26.37,4.43,0.00,0.08,0.01,[0 1 1 1 1 1 0 0 1 1 0 0 1 0 1 0]
CycleGAN-arm_05223_00298887499-clm_08421_019874,22.78,3.81,0.00,0.08,0.01,[0 0 1 0 1 1 0 0 0 0 1 1 1 1 1 1]
CycleGAN-arm_05223_00298887499-cof_06136_015064,21.49,4.22,0.00,0.08,0.02,[0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0]
CycleGAN-arm_05223_00298887499-com_09334_018984,19.88,3.97,0.00,0.08,0.02,[1 0 1 0 1 1 0 1 1 0 1 1 1 1 0 1]
CycleGAN-arm_05223_00298887499-vef_05223_001338,24.10,4.36,0.00,0.08,0.02,[0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1]
CycleGAN-arm_05223_00493695940-arm_07508_001132,25.57,3.92,0.00,0.08,0.01,[0 0 0 1 0 1 0 1 1 1 0 0 1 0 1 0]
CycleGAN-arm_05223_00493695940-cof_06136_007609,26.98,4.26,0.00,0.08,0.03,[1 0 1 0 1 0 1 1 0 0 0 1 1 1 1 1]
CycleGAN-arm_05223_00493695940-pef_03397_017941,31.32,4.44,0.00,0.08,0.01,[0 0 1 1 1 0 0 1 0 1 1 0 1 1 1 1]
CycleGAN-arm_05223_00493695940-pef_07508_007080,26.07,4.06,0.00,0.08,0.01,[0 1 0 1 0 0 0 1 1 0 1 0 1 0 0 0]
CycleGAN-arm_05223_00493695940-vef_03397_012138,26.58,4.32,0.00,0.08,0.01,[1 1 0 1 1 0 0 0 1 1 0 0 0 1 0 0]
CycleGAN-arm_05223_00524760384-arm_06136_019696,28.73,4.36,0.00,0.11,0.02,[1 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0]
CycleGAN-arm_05223_00524760384-clf_07049_013627,25.47,3.89,0.00,0.09,0.02,[1 0 1 1 1 1 0 0 0 0 0 1 1 1 1 1]
CycleGAN-arm_05223_00524760384-clm_02121_014152,25.24,4.11,0.00,0.09,0.02,[1 1 0 0 0 1 1 1 0 1 0 0 0 0 1 1]
CycleGAN-arm_05223_00524760384-clm_04310_014447,28.53,4.41,0.00,0.10,0.02,[0 1 1 0 1 0 1 1 0 1 1 0 0 1 0 0]
CycleGAN-arm_05223_00524760384-com_04310_019040,23.03,4.12,0.00,0.10,0.02,[0 0 0 1 1 0 0 1 0 1 1 0 0 1 1 1]
CycleGAN-arm_05223_00524760384-com_09334_000336,23.05,4.01,0.00,0.10,0.02,[1 0 1 1 0 0 0 1 1 0 1 1 0 0 0 0]
CycleGAN-arm_05223_00524760384-vef_05223_017696,26.68,4.35,0.00,0.10,0.02,[0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1]
CycleGAN-arm_05223_00558240710-arf_03397_002354,30.23,4.37,0.00,0.08,0.01,[1 0 1 0 1 1 0 0 1 0 0 1 0 0 0 1]
CycleGAN-arm_05223_00558240710-pef_01208_001740,30.13,4.40,0.00,0.07,0.01,[1 1 0 0 0 1 1 1 1 0 1 0 0 0 0 1]
CycleGAN-arm_05223_00558240710-pem_01208_012238,31.79,4.49,0.00,0.07,0.01,[1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
CycleGAN-arm_05223_00558240710-vef_05223_016464,29.38,4.47,0.00,0.07,0.01,[1 1 1 0 1 0 1 0 1 0 0 0 1 0 1 1]
CycleGAN-arm_05223_00783110099-arf_02436_019104,28.43,4.45,0.00,0.10,0.02,[0 1 1 1 1 0 0 0 0 0 1 0 0 0 1 0]
CycleGAN-arm_05223_00783110099-clm_08421_017529,23.49,3.90,0.00,0.10,0.02,[1 0 1 1 0 1 0 1 0 0 0 1 1 0 1 0]
CycleGAN-arm_05223_00783110099-cof_06136_009317,25.11,4.32,0.00,0.09,0.04,[1 1 0 1 1 0 1 1 0 1 0 0 0 0 1 1]
CycleGAN-arm_05223_00783110099-pef_07049_016947,27.15,4.39,0.00,0.10,0.02,[0 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1]
CycleGAN-arm_05223_00783110099-pem_01208_016068,27.50,4.38,0.00,0.09,0.02,[1 0 1 1 1 1 0 0 1 1 1 0 1 0 0 1]
CycleGAN-arm_05223_00914796236-arm_07508_021347,26.94,4.22,0.00,0.09,0.02,[0 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1]
CycleGAN-arm_05223_00914796236-clf_03397_003726,31.57,4.51,0.00,0.09,0.02,[0 1 0 0 1 1 1 1 0 0 1 1 0 1 0 1]
CycleGAN-arm_05223_00914796236-clf_09697_005002,31.79,4.42,0.00,0.10,0.02,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1]
CycleGAN-arm_05223_00914796236-clm_04310_019965,31.16,4.54,0.00,0.09,0.02,[1 1 1 0 0 0 1 0 0 0 0 1 0 1 1 1]
CycleGAN-arm_05223_00914796236-cof_08784_021340,27.21,4.42,0.00,0.10,0.02,[1 0 1 1 1 0 0 1 1 1 0 1 0 1 0 1]
CycleGAN-arm_05223_00914796236-pef_03397_002574,32.45,4.43,0.00,0.09,0.01,[1 0 1 1 0 0 1 1 1 1 1 0 0 0 1 0]
CycleGAN-arm_05223_00914796236-pem_01208_017874,29.64,4.45,0.00,0.09,0.02,[1 0 1 1 0 1 0 1 1 0 0 1 1 1 0 0]
CycleGAN-arm_05223_00914796236-vef_03397_004907,28.79,4.38,0.00,0.09,0.02,[0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 1]
CycleGAN-arm_05223_00914796236-vef_05223_018923,30.63,4.48,0.00,0.09,0.01,[0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0]
CycleGAN-arm_05223_00914796236-vem_05223_020663,29.11,4.52,0.00,0.09,0.01,[0 1 0 0 0 0 0 0 0 1 1 1 1 0 1 1]
CycleGAN-arm_05223_00978529683-arf_02121_018856,29.36,4.24,0.00,0.08,0.01,[1 0 1 1 1 1 1 0 1 1 0 0 1 1 1 0]
CycleGAN-arm_05223_00978529683-com_04310_021340,26.15,3.92,0.00,0.08,0.01,[1 0 1 0 0 0 1 0 1 0 0 1 1 1 1 1]
CycleGAN-arm_05223_00978529683-pef_01208_006804,29.14,4.16,0.00,0.08,0.01,[0 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0]
CycleGAN-arm_05223_00978529683-pef_03397_010706,31.85,4.38,0.00,0.08,0.01,[0 1 1 0 1 0 0 1 1 1 0 0 0 1 1 0]
CycleGAN-arm_05223_00978529683-vef_02484_017911,21.43,3.92,0.00,0.08,0.01,[1 1 0 0 0 0 1 1 1 1 1 0 1 1 1 0]
CycleGAN-arm_05223_01380072540-arm_00610_011712,26.29,4.31,0.00,0.09,0.02,[0 1 0 0 0 1 1 1 0 0 1 0 0 0 1 1]
CycleGAN-arm_05223_01380072540-cof_08784_020684,26.72,4.24,0.00,0.10,0.02,[0 1 1 1 1 1 0 1 0 0 1 1 0 0 1 0]
CycleGAN-arm_05223_01380072540-pef_03397_007793,32.31,4.40,0.00,0.09,0.02,[0 1 0 1 0 0 0 1 1 0 1 0 0 1 1 0]
