file_name,ber,ber_opus_12k
StarGAN-arf_00295_00123410324-cof_03349_0121918,0.00,0.00
StarGAN-arf_00295_00123410324-pem_03349_0210704,0.00,0.00
StarGAN-arf_00295_00124481998-arm_03397_0148417,0.00,100.00
StarGAN-arf_00295_00124481998-arm_07049_0132288,0.00,0.00
StarGAN-arf_00295_00124481998-cof_00610_0042569,0.00,0.00
StarGAN-arf_00295_00124481998-pef_03034_0026705,0.00,0.00
StarGAN-arf_00295_00124481998-pem_01523_0120530,0.00,6.25
StarGAN-arf_00295_00291970405-arf_02121_0202474,0.00,6.25
StarGAN-arf_00295_00291970405-arf_06136_0133280,0.00,0.00
StarGAN-arf_00295_00291970405-arm_04310_0137702,0.00,100.00
StarGAN-arf_00295_00291970405-arm_07508_0034345,0.00,100.00
StarGAN-arf_00295_00291970405-clf_04310_0144134,0.00,0.00
StarGAN-arf_00295_00291970405-clm_01208_0057856,0.00,6.25
StarGAN-arf_00295_00291970405-com_07508_0150585,0.00,0.00
StarGAN-arf_00295_00291970405-vef_05223_0139143,0.00,0.00
StarGAN-arf_00295_00291970405-vem_09334_0031404,0.00,0.00
StarGAN-arf_00295_00297171901-clm_01208_0040088,0.00,0.00
StarGAN-arf_00295_00297171901-clm_09334_0177490,0.00,100.00
StarGAN-arf_00295_00297171901-pef_01208_0035789,0.00,0.00
StarGAN-arf_00295_00297171901-vef_08784_0170179,0.00,6.25
StarGAN-arf_00295_00407775348-clf_08784_0070023,0.00,0.00
StarGAN-arf_00295_00407775348-cof_00610_0136527,0.00,0.00
StarGAN-arf_00295_00407775348-cof_06136_0032140,0.00,0.00
StarGAN-arf_00295_00407775348-com_07508_0126922,0.00,0.00
StarGAN-arf_00295_00407775348-pef_00610_0104300,0.00,6.25
StarGAN-arf_00295_00407775348-pem_02484_0000508,0.00,0.00
StarGAN-arf_00295_00407775348-vef_04310_0017013,0.00,6.25
StarGAN-arf_00295_00501848578-arm_03397_0112490,0.00,0.00
StarGAN-arf_00295_00501848578-arm_04310_0182955,0.00,6.25
StarGAN-arf_00295_00501848578-arm_07049_0024049,0.00,6.25
StarGAN-arf_00295_00501848578-clf_09334_0117642,0.00,0.00
StarGAN-arf_00295_00501848578-cof_06136_0139456,0.00,100.00
StarGAN-arf_00295_00501848578-com_07508_0008477,0.00,100.00
StarGAN-arf_00295_00501848578-vef_05223_0134084,0.00,100.00
StarGAN-arf_00295_00501848578-vef_08784_0209658,0.00,0.00
StarGAN-arf_00295_00501848578-vem_09697_0178812,0.00,0.00
StarGAN-arf_00295_00502056822-arf_02121_0207440,0.00,0.00
StarGAN-arf_00295_00502056822-arf_06592_0049913,0.00,0.00
StarGAN-arf_00295_00502056822-arm_04310_0136138,0.00,100.00
StarGAN-arf_00295_00502056822-arm_07049_0191030,0.00,6.25
StarGAN-arf_00295_00502056822-clm_01208_0038726,0.00,100.00
StarGAN-arf_00295_00502056822-com_03397_0049528,0.00,0.00
StarGAN-arf_00295_00502056822-com_08784_0186909,0.00,0.00
StarGAN-arf_00295_00502056822-pef_00610_0056226,0.00,0.00
StarGAN-arf_00295_00502056822-vef_05223_0149750,0.00,0.00
StarGAN-arf_00295_00609175909-clf_05223_0135523,0.00,0.00
StarGAN-arf_00295_00609175909-cof_03349_0102079,0.00,0.00
StarGAN-arf_00295_00609175909-com_07508_0150919,0.00,100.00
StarGAN-arf_00295_00609175909-vef_05223_0018160,0.00,100.00
StarGAN-arf_00295_00609175909-vem_09334_0174553,0.00,100.00
StarGAN-arf_00295_00609175909-vem_09697_0072678,0.00,6.25
StarGAN-arf_00295_00672609549-arf_02121_0074575,0.00,0.00
StarGAN-arf_00295_00672609549-arm_07049_0070449,0.00,0.00
StarGAN-arf_00295_00672609549-clm_02484_0109012,0.00,0.00
StarGAN-arf_00295_00672609549-cof_06136_0077614,0.00,100.00
StarGAN-arf_00295_00672609549-pef_01208_0090319,0.00,0.00
StarGAN-arf_00295_00672609549-vem_09334_0084478,0.00,100.00
StarGAN-arf_00295_01349969200-clm_03034_0187415,0.00,0.00
StarGAN-arf_00295_01349969200-com_07508_0052482,0.00,0.00
StarGAN-arf_00295_01349969200-pem_04310_0135971,0.00,0.00
StarGAN-arf_02436_00337334052-arm_04310_0033630,0.00,100.00
StarGAN-arf_02436_00337334052-clf_04310_0002362,0.00,0.00
StarGAN-arf_02436_00337334052-clf_05223_0013143,0.00,0.00
StarGAN-arf_02436_00337334052-cof_00610_0194470,0.00,100.00
StarGAN-arf_02436_00337334052-pef_01208_0173893,0.00,100.00
StarGAN-arf_02436_00337334052-pef_02121_0067870,0.00,0.00
StarGAN-arf_02436_00337334052-pem_04310_0074544,0.00,100.00
StarGAN-arf_02436_00337334052-vef_04310_0185954,0.00,100.00
StarGAN-arf_02436_00337334052-vem_08421_0146923,0.00,100.00
StarGAN-arf_02436_00346412833-arf_02121_0036593,0.00,0.00
StarGAN-arf_02436_00346412833-arf_06136_0118586,0.00,0.00
StarGAN-arf_02436_00346412833-arf_06592_0102051,0.00,100.00
StarGAN-arf_02436_00346412833-clm_01208_0002040,0.00,0.00
StarGAN-arf_02436_00346412833-clm_09334_0063763,0.00,100.00
StarGAN-arf_02436_00346412833-com_05223_0190624,0.00,0.00
StarGAN-arf_02436_00462178298-clm_01208_0063129,0.00,100.00
StarGAN-arf_02436_00462178298-clm_09334_0016787,0.00,6.25
StarGAN-arf_02436_00462178298-cof_02484_0056839,0.00,0.00
StarGAN-arf_02436_00462178298-cof_06136_0160145,0.00,6.25
StarGAN-arf_02436_00462178298-com_08784_0023754,0.00,0.00
StarGAN-arf_02436_00462178298-pef_03034_0147499,0.00,0.00
StarGAN-arf_02436_00462178298-pem_02484_0184057,0.00,0.00
StarGAN-arf_02436_00462178298-vef_04310_0040973,0.00,100.00
StarGAN-arf_02436_00462178298-vef_07049_0136713,0.00,100.00
StarGAN-arf_02436_00462178298-vem_08421_0213285,0.00,18.75
StarGAN-arf_02436_01050134592-clf_04310_0199554,0.00,0.00
StarGAN-arf_02436_01050134592-pem_02484_0072083,0.00,0.00
StarGAN-arf_02436_01180394318-clf_05223_0089160,0.00,100.00
StarGAN-arf_02436_01180394318-clm_01208_0120741,0.00,100.00
StarGAN-arf_02436_01180394318-com_05223_0089420,0.00,0.00
StarGAN-arf_02436_01180394318-pef_00610_0104300,0.00,100.00
StarGAN-arf_02436_01180394318-vem_09334_0087079,0.00,100.00
StarGAN-arf_02436_01270589609-arf_02121_0037413,0.00,100.00
StarGAN-arf_02436_01270589609-clf_04310_0162923,0.00,6.25
StarGAN-arf_02436_01270589609-clf_05223_0088747,0.00,0.00
StarGAN-arf_02436_01270589609-clf_09334_0127971,0.00,100.00
StarGAN-arf_02436_01270589609-clm_02484_0041292,0.00,0.00
StarGAN-arf_02436_01270589609-com_03397_0079469,0.00,6.25
StarGAN-arf_02436_01270589609-pef_00610_0053784,0.00,100.00
StarGAN-arf_02436_01270589609-pef_01208_0087151,0.00,0.00
StarGAN-arf_02436_01270589609-vef_05223_0125168,0.00,12.50
StarGAN-arf_02436_01270589609-vef_07049_0116438,0.00,100.00
StarGAN-arf_02436_01392044046-arm_04310_0114339,0.00,6.25
StarGAN-arf_02436_01392044046-clm_01208_0133293,0.00,6.25
StarGAN-arf_02436_01392044046-cof_02484_0091980,0.00,0.00
StarGAN-arf_02436_01392044046-cof_03349_0035888,0.00,18.75
StarGAN-arf_02436_01392044046-pef_00610_0159589,0.00,6.25
StarGAN-arf_02436_01392044046-vem_09697_0040974,0.00,0.00
StarGAN-arf_02436_01482146577-arf_06592_0179478,0.00,100.00
StarGAN-arf_02436_01482146577-arm_07049_0096091,0.00,100.00
StarGAN-arf_02436_01482146577-cof_06136_0170045,0.00,18.75
StarGAN-arf_02436_01482146577-pef_01208_0034195,0.00,100.00
StarGAN-arf_02436_01482146577-pem_02484_0190333,0.00,100.00
StarGAN-arf_02436_01482146577-pem_04310_0191703,0.00,100.00
StarGAN-arf_02436_01498405276-vef_05223_0051820,0.00,0.00
StarGAN-arf_02436_01498405276-vef_07049_0181537,0.00,6.25
StarGAN-arf_02436_01538246185-clf_08784_0123173,0.00,18.75
StarGAN-arf_02436_01538246185-clm_03034_0096165,0.00,100.00
StarGAN-arf_02436_01538246185-com_07508_0058520,0.00,100.00
StarGAN-arf_02436_01538246185-vem_08421_0000456,0.00,100.00
StarGAN-arf_03034_00261949043-arm_03397_0054731,0.00,100.00
StarGAN-arf_03034_00261949043-clf_09334_0141865,0.00,100.00
StarGAN-arf_03034_00261949043-clm_01208_0188310,0.00,100.00
StarGAN-arf_03034_00261949043-cof_00610_0157188,0.00,6.25
StarGAN-arf_03034_00261949043-cof_03349_0027254,0.00,6.25
StarGAN-arf_03034_00261949043-cof_06136_0152538,0.00,12.50
StarGAN-arf_03034_00261949043-com_05223_0076547,0.00,100.00
StarGAN-arf_03034_00261949043-com_07508_0212970,0.00,12.50
StarGAN-arf_03034_00261949043-pem_04310_0016711,0.00,100.00
StarGAN-arf_03034_00588684924-arm_03397_0094625,0.00,0.00
StarGAN-arf_03034_00588684924-arm_04310_0131320,0.00,6.25
StarGAN-arf_03034_00588684924-arm_07049_0046946,0.00,6.25
StarGAN-arf_03034_00588684924-com_08784_0014163,0.00,6.25
StarGAN-arf_03034_00588684924-pef_01208_0140981,0.00,0.00
StarGAN-arf_03034_00588684924-vef_04310_0051102,0.00,0.00
StarGAN-arf_03034_00669347754-clf_05223_0060244,0.00,100.00
StarGAN-arf_03034_00669347754-clm_02484_0073198,0.00,12.50
StarGAN-arf_03034_00669347754-cof_00610_0152260,0.00,0.00
StarGAN-arf_03034_00669347754-cof_03349_0104394,0.00,0.00
StarGAN-arf_03034_00669347754-cof_06136_0106522,0.00,0.00
StarGAN-arf_03034_00669347754-pef_03034_0007630,0.00,100.00
StarGAN-arf_03034_00669347754-pem_01523_0192801,0.00,6.25
StarGAN-arf_03034_00700260972-arm_04310_0166319,0.00,6.25
StarGAN-arf_03034_00700260972-clf_08784_0160705,0.00,0.00
StarGAN-arf_03034_00700260972-pem_02484_0182489,0.00,0.00
StarGAN-arf_03034_00700260972-pem_04310_0169885,0.00,0.00
StarGAN-arf_03034_00700260972-vef_08784_0134674,0.00,0.00
StarGAN-arf_03034_00709209482-arf_03397_0092456,0.00,0.00
StarGAN-arf_03034_00709209482-cof_00610_0030040,0.00,0.00
StarGAN-arf_03034_00709209482-cof_06136_0000016,0.00,0.00
StarGAN-arf_03034_00709209482-com_03397_0182384,0.00,0.00
StarGAN-arf_03034_00709209482-pef_03034_0101226,0.00,100.00
StarGAN-arf_03034_00709209482-vef_05223_0169717,0.00,0.00
StarGAN-arf_03034_00709209482-vem_08421_0037795,0.00,12.50
StarGAN-arf_03034_01296122498-cof_06136_0028439,0.00,6.25
StarGAN-arf_03034_01296122498-pef_00610_0025663,0.00,100.00
StarGAN-arf_03034_01296122498-pem_02484_0197155,0.00,100.00
StarGAN-arf_03034_01429432672-arm_04310_0063556,0.00,6.25
StarGAN-arf_03034_01429432672-clf_05223_0194868,0.00,100.00
StarGAN-arf_03034_01429432672-cof_00610_0154668,0.00,0.00
StarGAN-arf_03034_01667522877-arf_02121_0008991,0.00,0.00
StarGAN-arf_03034_01667522877-arf_06136_0006805,0.00,0.00
StarGAN-arf_03034_01667522877-arm_07049_0152738,0.00,0.00
StarGAN-arf_03034_01667522877-clf_09334_0001279,0.00,0.00
StarGAN-arf_03034_01667522877-clm_01208_0173196,0.00,0.00
StarGAN-arf_03034_01667522877-cof_02484_0089540,0.00,0.00
StarGAN-arf_03034_01667522877-cof_03349_0164564,0.00,0.00
StarGAN-arf_03034_01667522877-com_05223_0062647,0.00,0.00
StarGAN-arf_03034_01667522877-vem_09697_0081228,0.00,6.25
StarGAN-arf_03034_01770405984-arf_03397_0037979,0.00,0.00
StarGAN-arf_03034_01770405984-arm_07508_0153745,0.00,6.25
StarGAN-arf_03034_01770405984-clf_04310_0198637,0.00,0.00
StarGAN-arf_03034_01770405984-clm_02484_0190590,0.00,0.00
StarGAN-arf_03034_01770405984-com_03397_0031569,0.00,6.25
StarGAN-arf_03034_01770405984-pef_02121_0098172,0.00,100.00
StarGAN-arf_03034_01770405984-pef_03034_0017286,0.00,0.00
StarGAN-arf_03034_02077349254-arf_03397_0205908,0.00,100.00
StarGAN-arf_03034_02077349254-arm_07508_0098897,0.00,0.00
StarGAN-arf_03034_02077349254-clf_05223_0127818,0.00,0.00
StarGAN-arf_03034_02077349254-cof_06136_0049216,0.00,0.00
StarGAN-arf_03034_02077349254-com_03397_0206828,0.00,0.00
StarGAN-arf_03034_02077349254-pef_00610_0007987,0.00,0.00
StarGAN-arf_03034_02077349254-pem_02484_0003244,0.00,0.00
StarGAN-arf_08886_00457068316-arm_07049_0181075,0.00,6.25
StarGAN-arf_08886_00457068316-clf_09334_0127837,0.00,100.00
StarGAN-arf_08886_00457068316-clm_02484_0109012,0.00,6.25
StarGAN-arf_08886_00457068316-com_03397_0006392,0.00,6.25
StarGAN-arf_08886_00457068316-com_07508_0122236,0.00,100.00
StarGAN-arf_08886_00457068316-pef_03034_0050133,0.00,6.25
StarGAN-arf_08886_00457068316-vem_07049_0143682,0.00,0.00
StarGAN-arf_08886_00674041089-cof_06136_0045191,0.00,100.00
StarGAN-arf_08886_00674041089-pef_03034_0116642,0.00,100.00
StarGAN-arf_08886_00674041089-vem_07049_0039824,0.00,100.00
StarGAN-arf_08886_00674041089-vem_08421_0097219,0.00,100.00
StarGAN-arf_08886_00739005643-arf_02121_0058032,0.00,100.00
StarGAN-arf_08886_00739005643-arf_03397_0018062,0.00,100.00
StarGAN-arf_08886_00739005643-arf_06592_0043565,0.00,100.00
StarGAN-arf_08886_00739005643-com_07508_0212095,0.00,0.00
StarGAN-arf_08886_00739005643-pef_00610_0001848,0.00,100.00
StarGAN-arf_08886_00739005643-pef_01208_0083831,0.00,100.00
StarGAN-arf_08886_00739005643-pem_01523_0109214,0.00,37.50
StarGAN-arf_08886_00739005643-vem_09334_0153537,0.00,100.00
StarGAN-arf_08886_00911286541-cof_02484_0063001,0.00,0.00
StarGAN-arf_08886_00911286541-cof_03349_0034737,0.00,100.00
StarGAN-arf_08886_00911286541-cof_06136_0057796,0.00,6.25
StarGAN-arf_08886_00911286541-pef_02121_0061753,0.00,100.00
StarGAN-arf_08886_00911286541-pem_01523_0039861,0.00,6.25
StarGAN-arf_08886_00911286541-vef_08784_0186881,0.00,100.00
StarGAN-arf_08886_01082049421-arm_03397_0184794,0.00,100.00
StarGAN-arf_08886_01082049421-cof_02484_0063915,0.00,100.00
StarGAN-arf_08886_01082049421-pef_00610_0204539,0.00,100.00
StarGAN-arf_08886_01082049421-pem_02484_0205364,0.00,100.00
StarGAN-arf_08886_01082049421-vef_07049_0138057,0.00,100.00
StarGAN-arf_08886_01082049421-vem_09334_0204401,0.00,6.25
StarGAN-arf_08886_01411331598-arf_03397_0094279,0.00,100.00
StarGAN-arf_08886_01411331598-clm_02484_0191943,0.00,12.50
StarGAN-arf_08886_01411331598-cof_06136_0018849,0.00,12.50
StarGAN-arf_08886_01411331598-com_03397_0024692,0.00,12.50
StarGAN-arf_08886_01411331598-com_07508_0164875,0.00,100.00
StarGAN-arf_08886_01411331598-pem_04310_0169885,0.00,18.75
StarGAN-arf_08886_01411331598-vef_08784_0095585,0.00,100.00
StarGAN-arf_08886_01611084870-arf_06136_0024237,0.00,0.00
StarGAN-arf_08886_01611084870-clf_05223_0042076,0.00,0.00
StarGAN-arf_08886_01611084870-clf_09334_0017084,0.00,6.25
StarGAN-arf_08886_01611084870-cof_00610_0186041,0.00,6.25
StarGAN-arf_08886_01611084870-com_03397_0109402,0.00,0.00
StarGAN-arf_08886_01611084870-pem_01523_0069411,0.00,0.00
StarGAN-arf_08886_01611084870-vef_05223_0063228,0.00,0.00
StarGAN-arf_08886_01611084870-vef_07049_0163215,0.00,0.00
StarGAN-arf_08886_01611084870-vef_08784_0127116,0.00,6.25
StarGAN-arf_08886_01656135432-clm_09334_0081673,0.00,12.50
StarGAN-arf_08886_01656135432-com_03397_0134573,0.00,0.00
StarGAN-arf_08886_01656135432-com_08784_0171225,0.00,100.00
StarGAN-arf_08886_01656135432-pef_02121_0095834,0.00,100.00
StarGAN-arf_08886_01656135432-pem_01523_0073551,0.00,100.00
StarGAN-arf_08886_01656135432-vem_07049_0050807,0.00,100.00
StarGAN-arf_08886_01656135432-vem_08421_0028517,0.00,12.50
StarGAN-arf_08886_01879540657-clf_04310_0214692,0.00,0.00
StarGAN-arf_08886_01879540657-clm_09334_0016787,0.00,0.00
StarGAN-arf_08886_01879540657-cof_00610_0020781,0.00,0.00
StarGAN-arf_08886_01879540657-cof_06136_0049532,0.00,0.00
StarGAN-arf_08886_01879540657-pem_03349_0034242,0.00,0.00
StarGAN-arf_08886_01879540657-vef_05223_0011750,0.00,0.00
StarGAN-arf_08886_02031565717-arf_03397_0164773,0.00,100.00
StarGAN-arf_08886_02031565717-arf_06592_0077453,0.00,100.00
StarGAN-arf_08886_02031565717-clm_02484_0124038,0.00,100.00
StarGAN-arf_08886_02031565717-cof_03349_0164564,0.00,100.00
StarGAN-arf_08886_02031565717-com_05223_0116310,0.00,100.00
StarGAN-arf_08886_02031565717-pef_01208_0008950,0.00,100.00
StarGAN-arm_01523_00259287605-arf_06136_0025235,0.00,100.00
StarGAN-arm_01523_00259287605-arf_06592_0140555,0.00,0.00
StarGAN-arm_01523_00259287605-arm_07508_0127338,0.00,100.00
StarGAN-arm_01523_00259287605-clf_08784_0103592,0.00,100.00
StarGAN-arm_01523_00259287605-clm_02484_0072481,0.00,0.00
StarGAN-arm_01523_00259287605-clm_03034_0052208,0.00,100.00
StarGAN-arm_01523_00259287605-pef_03034_0036677,0.00,100.00
StarGAN-arm_01523_00398405463-com_07508_0010415,0.00,0.00
StarGAN-arm_01523_00398405463-pem_02484_0185532,0.00,100.00
StarGAN-arm_01523_00480488759-arm_03397_0109325,0.00,100.00
StarGAN-arm_01523_00480488759-arm_07508_0055480,0.00,100.00
StarGAN-arm_01523_00480488759-clm_02484_0017045,0.00,12.50
StarGAN-arm_01523_00480488759-cof_06136_0185785,0.00,100.00
StarGAN-arm_01523_00480488759-vef_05223_0184202,0.00,0.00
StarGAN-arm_01523_00743864090-com_08784_0171225,0.00,0.00
StarGAN-arm_01523_00743864090-pef_01208_0117809,0.00,0.00
StarGAN-arm_01523_00743864090-pef_02121_0193932,0.00,0.00
StarGAN-arm_01523_00743864090-vem_09697_0214426,0.00,6.25
StarGAN-arm_01523_00876671972-arm_03397_0154326,0.00,0.00
StarGAN-arm_01523_00876671972-clf_05223_0101146,0.00,0.00
StarGAN-arm_01523_00876671972-cof_00610_0186041,0.00,6.25
StarGAN-arm_01523_00876671972-com_07508_0033909,0.00,6.25
StarGAN-arm_01523_00876671972-pef_01208_0144483,0.00,6.25
StarGAN-arm_01523_01483821019-clm_02484_0033740,0.00,0.00
StarGAN-arm_01523_01483821019-clm_03034_0025921,0.00,25.00
StarGAN-arm_01523_01516108837-arm_07508_0129754,0.00,100.00
StarGAN-arm_01523_01516108837-com_07508_0089046,0.00,100.00
StarGAN-arm_01523_01516108837-pef_03034_0111010,0.00,0.00
StarGAN-arm_01523_01516108837-vef_04310_0153919,0.00,0.00
StarGAN-arm_01523_01516108837-vem_08421_0045000,0.00,0.00
StarGAN-arm_01523_01845045037-clm_03034_0036027,0.00,0.00
StarGAN-arm_01523_01845045037-cof_02484_0125864,0.00,0.00
StarGAN-arm_01523_01845045037-com_05223_0113924,0.00,100.00
StarGAN-arm_01523_01845045037-pem_04310_0060644,0.00,0.00
StarGAN-arm_01523_01845045037-vem_09697_0011160,0.00,0.00
StarGAN-arm_01523_01909465122-arf_06136_0077833,0.00,100.00
StarGAN-arm_01523_01909465122-arm_03397_0112490,0.00,100.00
StarGAN-arm_01523_01909465122-clf_09334_0072173,0.00,100.00
StarGAN-arm_01523_01909465122-pem_01523_0082839,0.00,0.00
StarGAN-arm_01523_01909465122-vem_09697_0040974,0.00,6.25
StarGAN-arm_01523_01975226920-arf_06592_0010405,0.00,100.00
StarGAN-arm_01523_01975226920-cof_00610_0021197,0.00,100.00
StarGAN-arm_01523_01975226920-pem_03349_0011240,0.00,100.00
StarGAN-arm_01523_01975226920-pem_04310_0073343,0.00,100.00
StarGAN-arm_01523_01975226920-vem_08421_0128645,0.00,100.00
StarGAN-arm_02484_00023279428-arf_03397_0023421,0.00,100.00
StarGAN-arm_02484_00023279428-arm_03397_0170556,0.00,100.00
StarGAN-arm_02484_00023279428-clf_04310_0013384,0.00,100.00
StarGAN-arm_02484_00023279428-clf_08784_0145352,0.00,100.00
StarGAN-arm_02484_00023279428-cof_02484_0061749,0.00,100.00
StarGAN-arm_02484_00023279428-com_07508_0194702,0.00,100.00
StarGAN-arm_02484_00023279428-pem_02484_0198819,0.00,100.00
StarGAN-arm_02484_00023279428-vef_07049_0068697,0.00,100.00
StarGAN-arm_02484_00039073973-arf_06136_0118586,0.00,0.00
StarGAN-arm_02484_00039073973-clf_05223_0194868,0.00,12.50
StarGAN-arm_02484_00039073973-cof_06136_0063916,0.00,0.00
StarGAN-arm_02484_00039073973-pef_03034_0147499,0.00,12.50
StarGAN-arm_02484_00039073973-pem_04310_0047563,0.00,12.50
StarGAN-arm_02484_00551087355-arf_06136_0195820,0.00,0.00
StarGAN-arm_02484_00551087355-arf_06592_0053621,0.00,0.00
StarGAN-arm_02484_00551087355-clf_04310_0079143,0.00,0.00
StarGAN-arm_02484_00551087355-clf_09334_0111705,0.00,0.00
StarGAN-arm_02484_00551087355-com_03397_0186840,0.00,0.00
StarGAN-arm_02484_00551087355-pem_01523_0123875,0.00,100.00
StarGAN-arm_02484_00551087355-vef_04310_0086959,0.00,0.00
StarGAN-arm_02484_00551087355-vem_09334_0131148,0.00,0.00
StarGAN-arm_02484_00689636578-arf_02121_0182762,0.00,0.00
StarGAN-arm_02484_00689636578-arm_07508_0009292,0.00,0.00
StarGAN-arm_02484_00689636578-clm_02484_0073198,0.00,0.00
StarGAN-arm_02484_00689636578-com_05223_0051291,0.00,0.00
StarGAN-arm_02484_00689636578-vem_09334_0012758,0.00,0.00
StarGAN-arm_02484_01097035645-clm_03034_0065880,0.00,6.25
StarGAN-arm_02484_01097035645-com_07508_0054077,0.00,0.00
StarGAN-arm_02484_01097035645-pef_01208_0156443,0.00,0.00
StarGAN-arm_02484_01097035645-pef_02121_0208967,0.00,0.00
StarGAN-arm_02484_01097035645-vef_04310_0148569,0.00,0.00
StarGAN-arm_02484_01097035645-vef_07049_0027896,0.00,0.00
StarGAN-arm_02484_01097035645-vem_09334_0067685,0.00,100.00
StarGAN-arm_02484_01172010476-arf_06136_0006805,0.00,100.00
StarGAN-arm_02484_01172010476-arm_07508_0076677,0.00,12.50
StarGAN-arm_02484_01172010476-clf_09334_0167020,0.00,100.00
StarGAN-arm_02484_01172010476-pef_00610_0048717,0.00,100.00
StarGAN-arm_02484_01172010476-vef_04310_0077804,0.00,100.00
StarGAN-arm_02484_01172010476-vem_09334_0187678,0.00,12.50
StarGAN-arm_02484_01172010476-vem_09697_0214426,0.00,100.00
StarGAN-arm_02484_01434026650-arm_07049_0035197,0.00,0.00
StarGAN-arm_02484_01434026650-clm_02484_0071043,0.00,0.00
StarGAN-arm_02484_01434026650-pem_04310_0095992,0.00,6.25
StarGAN-arm_02484_01434026650-vef_04310_0180541,0.00,0.00
StarGAN-arm_02484_01434026650-vef_08784_0097517,0.00,0.00
StarGAN-arm_02484_01434026650-vem_08421_0051352,0.00,25.00
StarGAN-arm_02484_01608599517-arf_02121_0134505,0.00,100.00
StarGAN-arm_02484_01608599517-arf_03397_0089462,0.00,100.00
StarGAN-arm_02484_01608599517-arm_03397_0188121,0.00,6.25
StarGAN-arm_02484_01608599517-clf_08784_0022925,0.00,100.00
StarGAN-arm_02484_01608599517-clf_09334_0120107,0.00,0.00
StarGAN-arm_02484_01608599517-clm_09334_0062253,0.00,6.25
StarGAN-arm_02484_01608599517-pef_02121_0091516,0.00,100.00
StarGAN-arm_02484_01608599517-vem_07049_0128498,0.00,100.00
StarGAN-arm_02484_01763330434-arm_07049_0123824,0.00,0.00
StarGAN-arm_02484_01763330434-clm_03034_0052208,0.00,100.00
StarGAN-arm_02484_01763330434-cof_06136_0014815,0.00,0.00
StarGAN-arm_02484_01763330434-pem_04310_0158975,0.00,0.00
StarGAN-arm_02484_01778093630-arm_07508_0064554,0.00,100.00
StarGAN-arm_02484_01778093630-clf_05223_0059603,0.00,100.00
StarGAN-arm_02484_01778093630-pem_01523_0144481,0.00,100.00
StarGAN-arm_02484_01778093630-pem_03349_0003599,0.00,25.00
StarGAN-arm_02484_01778093630-vef_04310_0027287,0.00,100.00
StarGAN-arm_08784_00101017166-arf_03397_0082013,0.00,25.00
StarGAN-arm_08784_00101017166-arm_04310_0163293,0.00,0.00
StarGAN-arm_08784_00101017166-clm_09334_0117957,0.00,0.00
StarGAN-arm_08784_00101017166-cof_02484_0084076,0.00,0.00
StarGAN-arm_08784_00101017166-pef_01208_0018175,0.00,0.00
StarGAN-arm_08784_00101017166-pem_02484_0000167,0.00,0.00
StarGAN-arm_08784_00101017166-pem_03349_0149497,0.00,0.00
StarGAN-arm_08784_00101017166-vem_07049_0050372,0.00,6.25
StarGAN-arm_08784_00101017166-vem_09697_0087843,0.00,6.25
StarGAN-arm_08784_00275140832-arf_06592_0065349,0.00,0.00
StarGAN-arm_08784_00275140832-arm_07049_0168102,0.00,6.25
StarGAN-arm_08784_00275140832-clm_03034_0168633,0.00,0.00
StarGAN-arm_08784_00275140832-pem_03349_0031495,0.00,0.00
StarGAN-arm_08784_00432554534-arf_02121_0009841,0.00,0.00
StarGAN-arm_08784_00432554534-pef_01208_0032655,0.00,6.25
StarGAN-arm_08784_00432554534-vem_08421_0103715,0.00,0.00
StarGAN-arm_08784_00432554534-vem_09697_0139997,0.00,0.00
StarGAN-arm_08784_00664914045-clf_05223_0005141,0.00,0.00
StarGAN-arm_08784_00664914045-clm_03034_0210343,0.00,0.00
StarGAN-arm_08784_00664914045-com_07508_0009747,0.00,6.25
StarGAN-arm_08784_00664914045-pef_02121_0025334,0.00,0.00
StarGAN-arm_08784_00664914045-pef_03034_0169618,0.00,0.00
StarGAN-arm_08784_00664914045-pem_04310_0147659,0.00,0.00
StarGAN-arm_08784_00724946158-arm_07508_0026297,0.00,0.00
StarGAN-arm_08784_00724946158-clf_04310_0068735,0.00,100.00
StarGAN-arm_08784_00724946158-clf_08784_0013946,0.00,0.00
StarGAN-arm_08784_00724946158-clm_09334_0042421,0.00,0.00
StarGAN-arm_08784_00724946158-cof_02484_0177305,0.00,6.25
StarGAN-arm_08784_00724946158-com_08784_0029706,0.00,6.25
StarGAN-arm_08784_00724946158-pef_00610_0016938,0.00,6.25
StarGAN-arm_08784_00724946158-pef_01208_0146647,0.00,6.25
StarGAN-arm_08784_00724946158-vef_08784_0084555,0.00,6.25
StarGAN-arm_08784_00724946158-vem_08421_0128645,0.00,0.00
StarGAN-arm_08784_00724946158-vem_09697_0017004,0.00,0.00
StarGAN-arm_08784_00976649476-cof_00610_0151983,0.00,0.00
StarGAN-arm_08784_00976649476-cof_03349_0009122,0.00,0.00
StarGAN-arm_08784_00976649476-pef_02121_0037648,0.00,12.50
StarGAN-arm_08784_00976649476-pef_03034_0123968,0.00,0.00
StarGAN-arm_08784_00976649476-pem_04310_0093271,0.00,100.00
StarGAN-arm_08784_00976649476-vef_07049_0136473,0.00,0.00
StarGAN-arm_08784_01044724774-arf_03397_0054956,0.00,100.00
StarGAN-arm_08784_01044724774-arf_06136_0200037,0.00,100.00
StarGAN-arm_08784_01044724774-clf_08784_0067874,0.00,12.50
